"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Gem_CJuql4","Gem_JW11","Gem_JW3-8s0","Gem_JW9","Gem_obs_UQM2246"
"group_3702","","hypothetical protein","1","1","1","1","10158","385","20941","","332","332","332","","","GJW3_00577","",""
"group_3703","","hypothetical protein","1","1","1","1","27984","385","11376","","392","392","392","","","GJW3_05507","",""
"group_3704","pkn1_3","Serine/threonine-protein kinase Pkn1","1","1","1","1","17743","385","20923","","3428","3428","3428","","","GJW3_00494","",""
"pkn1_16","","Serine/threonine-protein kinase Pkn1","1","1","1","1","19775","385","10139","","3011","3011","3011","","","GJW3_08199","",""
"group_3706","","hypothetical protein","1","1","1","1","19774","385","10138","","410","410","410","","","GJW3_08198","",""
"group_3707","pkn1_4","Serine/threonine-protein kinase Pkn1","1","1","1","1","21605","385","6297","","3434","3434","3434","","","","GW9_04463",""
"group_3708","","Transposase DDE domain protein","1","1","1","1","1470","385","20978","","824","824","824","","","GJW3_00539","",""
"group_3709","","Transposase DDE domain protein","1","1","1","1","22255","385","11649","","824","824","824","","","GJW3_03657","",""
"group_371","","hypothetical protein","1","1","1","1","26747","385","3727","","362","362","362","","","","GW9_09128",""
"group_3710","","hypothetical protein","1","1","1","1","682","385","20514","","332","332","332","","","GJW3_05147","",""
"group_3711","","Transposase DDE domain protein","1","1","1","1","28281","385","4523","","371","371","371","","","GJW3_04827","",""
"group_3712","","hypothetical protein","1","1","1","1","12927","385","21927","","239","239","239","","","GJW3_04828","",""
"group_3716","","hypothetical protein","1","1","1","1","25115","385","2751","","176","176","176","","","GJW3_00635","",""
"group_3717","","hypothetical protein","1","1","1","1","11424","385","2716","","830","830","830","","","GJW3_00675","",""
"group_3718","","hypothetical protein","1","1","1","1","17034","385","1047","","1271","1271","1271","","","GJW3_02743","",""
"group_3719","","hypothetical protein","1","1","1","1","24504","385","22529","","482","482","482","","","GJW3_01983","",""
"group_372","","hypothetical protein","1","1","1","1","5021","385","16848","","659","659","659","","","","GW9_04251",""
"group_3720","","hypothetical protein","1","1","1","1","15799","385","22362","","1238","1238","1238","","","GJW3_01006","",""
"group_3722","","hypothetical protein","1","1","1","1","11375","385","17915","","146","146","146","","","GJW3_00941","",""
"group_3723","","hypothetical protein","1","1","1","1","11376","385","17918","","302","302","302","","","","GW9_04577",""
"group_3725","zraS_4","Sensor protein ZraS","1","1","1","1","3899","385","6544","","509","509","509","","","","GW9_04195",""
"group_3727","","hypothetical protein","1","1","1","1","8183","385","20758","","2237","2237","2237","","","","GW9_00171",""
"group_3728","","hypothetical protein","1","1","1","1","3908","385","20791","","872","872","872","","","","GW9_06222",""
"group_3734","","hypothetical protein","1","1","1","1","24720","385","23399","","635","635","635","","","","GW9_00672",""
"group_3735","","hypothetical protein","1","1","1","1","14447","385","22758","","1721","1721","1721","","","","","GUQM_06591"
"group_3736","","EF hand","1","1","1","1","12854","385","7957","","284","284","284","","","GJW3_01529","",""
"group_3738","","hypothetical protein","1","1","1","1","24884","385","17219","","284","284","284","","","","GW9_08974",""
"group_3739","","Blue-light-activated protein","1","1","1","1","24159","385","14438","","2369","2369","2369","","","GJW3_01635","",""
"group_3740","","Blue-light-activated protein","1","1","1","1","24160","385","14437","","374","374","374","","","GJW3_01636","",""
"group_3741","","Blue-light-activated protein","1","1","1","1","5394","385","16681","","2588","2588","2588","","","GJW3_06417","",""
"cckA_37","","Sensor kinase CckA","1","1","1","1","13554","385","16799","","3611","3611","3611","","","","GW9_08997",""
"group_3744","","hypothetical protein","1","1","1","1","7469","385","20571","","503","503","503","","","","GW9_00194",""
"group_3745","","hypothetical protein","1","1","1","1","7478","385","20568","","500","500","500","","","GJW3_05091","",""
"group_3748","","hypothetical protein","1","1","1","1","610","385","20731","","497","497","497","","","","GW9_06211",""
"group_3749","","hypothetical protein","1","1","1","1","606","385","20541","","494","494","494","","","GJW3_01743","",""
"group_375","","hypothetical protein","1","1","1","1","12849","385","7962","","677","677","677","","","GJW3_01534","",""
"group_3751","","hypothetical protein","1","1","1","1","605","385","20542","","491","491","491","","","GJW3_01744","",""
"group_3753","","hypothetical protein","1","1","1","1","611","385","20732","","491","491","491","","","","GW9_06212",""
"group_3756","","hypothetical protein","1","1","1","1","597","385","20735","","371","371","371","","","","GW9_00180",""
"group_3758","","hypothetical protein","1","1","1","1","616","385","20538","","371","371","371","","","GJW3_05103","",""
"group_376","","hypothetical protein","1","1","1","1","15510","385","3800","","608","608","608","","","","GW9_04545",""
"group_3760","","hypothetical protein","1","1","1","1","27031","385","944","","269","269","269","","","","GW9_01020",""
"group_3761","","hypothetical protein","1","1","1","1","27030","385","943","","251","251","251","","","","GW9_01021",""
"group_3763","","hypothetical protein","1","1","1","1","10048","385","22305","","485","485","485","","","GJW3_02293","",""
"group_3765","","Prolyl oligopeptidase family protein","1","1","1","1","5450","385","6261","","467","467","467","","","GJW3_02466","",""
"ptpA_7","","Prolyl tripeptidyl peptidase precursor","1","1","1","1","24797","385","23518","","1556","1556","1556","","","","","GUQM_04838"
"group_3768","fabG_2","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","1","20425","385","10594","","242","242","242","","","","GW9_03848",""
"group_3769","fabG_2","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","1","2034","385","12019","","740","740","740","","","","","GUQM_00545"
"group_377","","hypothetical protein","1","1","1","1","26748","385","3726","","611","611","611","","","","GW9_09127",""
"group_3770","xynZ_1","Endo-1,4-beta-xylanase Z precursor","1","1","1","1","15626","385","2896","","1325","1325","1325","","","GJW3_02694","",""
"axe1-6A_1","","Carbohydrate acetyl esterase/feruloyl esterase precursor","1","1","1","1","15625","385","2895","","434","434","434","","","GJW3_02695","",""
"group_3774","mdtC_3","Multidrug resistance protein MdtC","1","1","1","1","8295","385","2395","","839","839","839","","","","","GUQM_04490"
"group_3775","","multidrug efflux protein","1","1","1","1","8296","385","2396","","272","272","272","","","","","GUQM_04491"
"group_3777","","hypothetical protein","1","1","1","1","5471","385","13914","","269","269","269","","","GJW3_02900","",""
"group_3778","","recombination protein F","1","1","1","1","23622","696","3","","794","794","794","","","","","GUQM_04524"
"group_378","","hypothetical protein","1","1","1","1","17844","385","16458","","635","635","635","","","","GW9_04995",""
"group_3780","","hypothetical protein","1","1","1","1","19082","423","1","","431","431","431","","","GJW3_02966","",""
"group_3781","","hypothetical protein","1","1","1","1","28922","385","21414","","1571","1571","1571","","","","","GUQM_05504"
"group_3783","","hypothetical protein","1","1","1","1","15251","385","22008","","2081","2081","2081","","","GJW3_03014","",""
"pknB_16","","Serine/threonine-protein kinase PknB","1","1","1","1","15250","385","22007","","1226","1226","1226","","","GJW3_03015","",""
"group_3785","","putative protein","1","1","1","1","15223","385","3744","","965","965","965","","","","GW9_01133",""
"group_3787","","hypothetical protein","1","1","1","1","18967","385","23288","","1049","1049","1049","","","","","GUQM_04949"
"group_3788","","hypothetical protein","1","1","1","1","13530","385","14607","","1169","1169","1169","","","GJW3_03089","",""
"group_3789","","Autotransporter-associated beta strand repeat protein","1","1","1","1","13529","385","14608","","3404","3404","3404","","","GJW3_03090","",""
"group_379","","hypothetical protein","1","1","1","1","12810","385","8000","","290","290","290","","","","GW9_04314",""
"group_3793","","WD domain, G-beta repeat","1","1","1","1","18497","385","22037","","614","614","614","","","GJW3_03283","",""
"group_3794","","hypothetical protein","1","1","1","1","18498","385","22036","","1382","1382","1382","","","GJW3_03284","",""
"group_3796","","hypothetical protein","1","1","1","1","12821","385","8029","","392","392","392","","","GJW3_03716","",""
"group_3797","ysnF_1","Stress response protein YsnF","1","1","1","1","12822","385","8028","","254","254","254","","","GJW3_03717","",""
"group_3798","ysnF_2","Stress response protein YsnF","1","1","1","1","8972","385","20418","","950","950","950","","","GJW3_03764","",""
"group_3799","ysnF","Stress response protein YsnF","1","1","1","1","22253","385","11647","","956","956","956","","","","GW9_02993",""
"group_38","","putative major pilin subunit","1","1","1","1","4737","385","2838","","941","941","941","","","GJW3_04153","",""
"group_380","","hypothetical protein","1","1","1","1","25264","385","16873","","653","653","653","","","","GW9_01239",""
"group_3800","","hypothetical protein","1","1","1","1","12827","385","8023","","566","566","566","","","GJW3_03722","",""
"group_3801","","Two component regulator propeller","1","1","1","1","15194","385","21961","","1091","1091","1091","","","GJW3_08149","",""
"group_3802","","Two component regulator propeller","1","1","1","1","12828","385","8022","","371","371","371","","","GJW3_03723","",""
"group_3803","","hypothetical protein","1","1","1","1","12829","385","8021","","191","191","191","","","GJW3_03724","",""
"group_3805","","Integrase core domain protein","1","1","1","1","10437","385","7623","","536","536","536","","","GJW3_06317","",""
"group_3806","","hypothetical protein","1","1","1","1","8803","385","13552","","458","458","458","","","","GW9_03071",""
"group_3807","","hypothetical protein","1","1","1","1","328","385","14028","","350","350","350","","","","GW9_00965",""
"group_3809","","hypothetical protein","1","1","1","1","10438","385","7624","","524","524","524","","","GJW3_06318","",""
"group_381","","hypothetical protein","1","1","1","1","8902","385","5149","","674","674","674","","","","GW9_06554",""
"group_3811","kinE_1","Sporulation kinase E","1","1","1","1","18332","385","20122","","1343","1343","1343","","","GJW3_04206","",""
"group_3812","","Blue-light-activated protein","1","1","1","1","19470","385","23224","","1901","1901","1901","","","","","GUQM_04974"
"group_3814","czcA_4","Cobalt-zinc-cadmium resistance protein CzcA","1","1","1","1","21615","385","6257","","2756","2756","2756","","","GJW3_04252","",""
"czcA_10","","Cobalt-zinc-cadmium resistance protein CzcA","1","1","1","1","21613","385","6259","","536","536","536","","","","GW9_03793",""
"xerD_3","","Tyrosine recombinase XerD","1","1","1","1","20943","385","20009","","977","977","977","","","GJW3_04544","",""
"group_3818","xerD_2","Tyrosine recombinase XerD","1","1","1","1","6010","385","15670","","1058","1058","1058","","","","","GUQM_02300"
"group_382","","hypothetical protein","1","1","1","1","12847","385","8005","","710","710","710","","","","GW9_04309",""
"group_3820","","hypothetical protein","1","1","1","1","840","385","7982","","878","878","878","","","GJW3_04624","",""
"group_3821","","hypothetical protein","1","1","1","1","839","385","7983","","1139","1139","1139","","","GJW3_04625","",""
"yknZ_1","","putative ABC transporter permease YknZ","1","1","1","1","15985","385","5522","","200","200","200","","","","GW9_01231",""
"group_3824","macB_6","Macrolide export ATP-binding/permease protein MacB","1","1","1","1","28769","385","21746","","1280","1280","1280","","","","","GUQM_04616"
"group_3825","","PIN domain protein","1","1","1","1","28298","385","4540","","380","380","380","","","GJW3_04810","",""
"group_3827","","PIN domain protein","1","1","1","1","17909","385","15987","","383","383","383","","","GJW3_06295","",""
"group_383","","hypothetical protein","1","1","1","1","27675","385","5883","","674","674","674","","","","GW9_04544",""
"group_3831","","hypothetical protein","1","1","1","1","14081","385","18304","","290","290","290","","","","GW9_08811",""
"group_3833","bepE_7","Efflux pump membrane transporter BepE","1","1","1","1","26734","385","21298","","2102","2102","2102","","","GJW3_04960","",""
"group_3834","bepF_4","Efflux pump periplasmic linker BepF","1","1","1","1","26733","385","21299","","1271","1271","1271","","","GJW3_04961","",""
"czcA_13","","Cobalt-zinc-cadmium resistance protein CzcA","1","1","1","1","20385","385","21333","","755","755","755","","","","GW9_08870",""
"cnrA_5","","Nickel and cobalt resistance protein CnrA","1","1","1","1","20384","385","21334","","683","683","683","","","","GW9_08871",""
"group_384","","hypothetical protein","1","1","1","1","24116","385","19982","","662","662","662","","","","GW9_00724",""
"group_3840","","hypothetical protein","1","1","1","1","2769","385","14032","","326","326","326","","","","GW9_00961",""
"group_3842","","hypothetical protein","1","1","1","1","7455","385","13680","","326","326","326","","","","GW9_00903",""
"group_3843","","hypothetical protein","1","1","1","1","327","385","14029","","251","251","251","","","","GW9_00964",""
"group_3845","","hypothetical protein","1","1","1","1","334","385","14022","","239","239","239","","","","GW9_00971",""
"group_3846","","hypothetical protein","1","1","1","1","2777","385","14040","","170","170","170","","","","GW9_00953",""
"group_3848","","hypothetical protein","1","1","1","1","5429","385","8889","","170","170","170","","","","GW9_00855",""
"group_385","","hypothetical protein","1","1","1","1","8631","385","14717","","719","719","719","","","","GW9_04288",""
"group_3850","sigR_1","ECF RNA polymerase sigma factor SigR","1","1","1","1","18482","385","3238","","584","584","584","","","","GW9_00873",""
"group_3852","","hypothetical protein","1","1","1","1","23548","385","9579","","305","305","305","","","","GW9_05524",""
"group_3853","","hypothetical protein","1","1","1","1","7849","385","17459","","1274","1274","1274","","","","GW9_08722",""
"group_3855","","hypothetical protein","1","1","1","1","7853","385","17492","","440","440","440","","","","GW9_08719",""
"group_3857","braC","Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein precursor","1","1","1","1","9033","438","7","","266","266","266","","","GJW3_05869","",""
"group_3858","","hypothetical protein","1","1","1","1","9032","438","6","","398","398","398","","","GJW3_05870","",""
"group_3860","","hypothetical protein","1","1","1","1","6486","385","3466","","167","167","167","","","","GW9_08456",""
"group_3861","","hypothetical protein","1","1","1","1","15462","385","4974","","320","320","320","","","","","GUQM_07100"
"group_3862","","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","1","1","1","1","26339","385","5338","","284","284","284","","","","","GUQM_04309"
"group_3863","","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","1","1","1","1","26329","385","20280","","353","353","353","","","","","GUQM_00217"
"group_3868","","Blue-light-activated protein","1","1","1","1","26410","385","18233","","227","227","227","","","","GW9_06144",""
"group_3869","","Blue-light-activated protein","1","1","1","1","19418","385","17147","","3542","3542","3542","","","","","GUQM_01588"
"group_387","","hypothetical protein","1","1","1","1","12846","385","8006","","662","662","662","","","","GW9_04308",""
"group_3871","","hypothetical protein","1","1","1","1","695","385","1968","","1154","1154","1154","","","","GW9_06179",""
"group_3872","","hypothetical protein","1","1","1","1","543","385","1980","","1520","1520","1520","","","","GW9_06415",""
"group_3873","","hypothetical protein","1","1","1","1","14385","385","5826","","1520","1520","1520","","","","GW9_06476",""
"group_3874","prkC_31","Serine/threonine-protein kinase PrkC","1","1","1","1","8897","385","5153","","2345","2345","2345","","","GJW3_06635","",""
"group_3876","","WD domain, G-beta repeat","1","1","1","1","8894","385","5176","","218","218","218","","","GJW3_06637","",""
"group_3878","","hypothetical protein","1","1","1","1","20481","385","17009","","1094","1094","1094","","","","GW9_06646",""
"group_388","","hypothetical protein","1","1","1","1","17841","385","16455","","512","512","512","","","","GW9_04998",""
"group_3880","","hypothetical protein","1","1","1","1","23695","385","10059","","239","239","239","","","","","GUQM_04538"
"group_3881","","hypothetical protein","1","1","1","1","293","385","17781","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","197","197","197","","","","","GUQM_01407"
"group_3882","","Carbon-nitrogen hydrolase","1","1","1","1","294","385","17780","","230","230","230","","","","","GUQM_01408"
"group_3887","","D-alanyl-D-alanine carboxypeptidase precursor","1","1","1","1","20689","385","16166","","1646","1646","1646","","","GJW3_07853","",""
"group_3888","","hypothetical protein","1","1","1","1","7829","385","1432","","1895","1895","1895","","","","GW9_08116",""
"group_389","","hypothetical protein","1","1","1","1","23598","385","22061","","635","635","635","","","GJW3_04466","",""
"group_3890","","hypothetical protein","1","1","1","1","15719","385","1435","","1430","1430","1430","","","GJW3_08388","",""
"group_3891","","hypothetical protein","1","1","1","1","18880","385","15152","","155","155","155","","","","GW9_06804",""
"group_3892","","hypothetical protein","1","1","1","1","23067","385","3646","","965","965","965","","","","GW9_08657",""
"group_3894","","hypothetical protein","1","1","1","1","26142","404","2","","251","251","251","","","","GW9_00002",""
"group_3895","","hypothetical protein","1","1","1","1","5504","385","13840","","395","395","395","","","","GW9_02624",""
"group_3896","","hypothetical protein","1","1","1","2","26","390","53","","395","395","395","","","","GW9_09319",""
"group_3897","","hypothetical protein","1","1","1","1","807","385","9044","","395","395","395","","","","GW9_04358",""
"group_3898","","hypothetical protein","1","1","1","1","26143","404","3","","146","146","146","","","","GW9_00003",""
"group_3899","","Integrase core domain protein","1","1","1","1","2923","385","1542","","869","869","869","","","","","GUQM_00308"
"group_390","","hypothetical protein","1","1","1","1","23600","385","22059","","581","581","581","","","GJW3_04464","",""
"group_3900","","Integrase core domain protein","1","1","1","1","21421","385","2043","","869","869","869","","","","","GUQM_05348"
"group_3901","","hypothetical protein","1","1","1","1","21940","407","20","","896","896","896","","","","GW9_00376",""
"group_3902","","hypothetical protein","1","1","1","1","17096","385","9365","","896","896","896","","","","GW9_05854",""
"group_3903","","hypothetical protein","1","1","1","1","20156","385","2830","","1196","1196","1196","","","","GW9_01359",""
"group_3904","","hypothetical protein","1","1","1","1","28136","385","2578","","869","869","869","","","","GW9_00987",""
"group_3905","","hypothetical protein","1","1","1","1","5714","385","11280","","869","869","869","","","","GW9_07092",""
"group_3906","","hypothetical protein","1","1","1","1","24137","385","3193","","263","263","263","","","","GW9_00737",""
"group_3907","","hypothetical protein","1","1","1","1","15847","385","2891","","443","443","443","","","","GW9_05556",""
"group_3908","","hypothetical protein","1","1","1","1","24136","385","3194","","158","158","158","","","","GW9_00738",""
"group_3909","","hypothetical protein","1","1","1","1","25306","385","19235","","263","263","263","","","","GW9_01718",""
"group_3910","","hypothetical protein","1","1","1","1","4787","385","9680","","1091","1091","1091","","","","GW9_01591",""
"group_3911","","hypothetical protein","1","1","1","1","2107","385","13520","","998","998","998","","","","GW9_03028",""
"group_3912","","hypothetical protein","1","1","1","1","27461","385","10525","","353","353","353","","","","GW9_08668",""
"group_3913","","hypothetical protein","1","1","1","1","14442","385","22763","","317","317","317","","","","","GUQM_06596"
"group_3914","","Rhodopirellula transposase","1","1","1","1","17942","385","16038","","962","962","962","","","","","GUQM_05979"
"group_3915","","hypothetical protein","1","1","1","1","23581","385","19676","","203","203","203","","","","","GUQM_06541"
"group_3916","","Rhodopirellula transposase","1","1","1","1","23583","385","19674","","545","545","545","","","","","GUQM_06543"
"group_3917","","hypothetical protein","1","1","1","1","659","385","20891","","389","389","389","","","","GW9_06251",""
"group_3918","","hypothetical protein","1","1","1","1","11470","385","2699","","488","488","488","","","","GW9_06402",""
"group_3919","","hypothetical protein","1","1","1","1","11471","385","2700","","338","338","338","","","","GW9_06403",""
"group_392","","hypothetical protein","1","1","1","1","28024","385","11365","","158","158","158","","","GJW3_04599","",""
"group_3920","","ISXO2-like transposase domain protein","1","1","1","1","1327","385","5310","","773","773","773","","","","","GUQM_03441"
"group_3921","","ISXO2-like transposase domain protein","1","1","1","1","20614","385","17369","","338","338","338","","","","","GUQM_00105"
"group_3922","","hypothetical protein","1","1","1","1","2925","385","1544","","374","374","374","","","","","GUQM_00306"
"group_3923","","hypothetical protein","1","1","1","1","13424","385","740","","632","632","632","","","","","GUQM_04697"
"group_3924","","hypothetical protein","1","1","1","1","27124","385","2100","","767","767","767","","","","","GUQM_05379"
"group_3925","","hypothetical protein","1","1","1","1","10972","385","10189","","719","719","719","","","","","GUQM_07442"
"group_3926","","Glycosyl transferase family 2","1","1","1","1","6511","385","12390","","2471","2471","2471","","","","","GUQM_00378"
"group_3927","","Glycosyl transferase family 2","1","1","1","1","3852","385","8491","","2477","2477","2477","","","","","GUQM_02115"
"group_3928","","Glycosyl transferase family 2","1","1","1","1","19895","385","10234","","2498","2498","2498","","","","","GUQM_07397"
"group_3929","","Glycosyl transferase family 2","1","1","1","1","16921","385","695","","2447","2447","2447","","","","","GUQM_04742"
"group_3930","","hypothetical protein","1","1","1","1","23106","385","16953","","206","206","206","","","","","GUQM_01976"
"group_3931","","Transposase DDE domain protein","1","1","1","1","24904","385","17995","","557","557","557","","","","","GUQM_04274"
"group_3932","","hypothetical protein","1","1","1","1","24903","385","17994","","302","302","302","","","","","GUQM_04273"
"group_3933","","Transposase DDE domain protein","1","1","1","1","27151","385","2182","","1040","1040","1040","","","","","GUQM_05312"
"group_3934","","hypothetical protein","1","1","1","1","27476","385","16300","","863","863","863","","","","","GUQM_02013"
"group_3935","","hypothetical protein","1","1","1","1","12380","385","10915","","1979","1979","1979","","","","","GUQM_05688"
"group_3936","","hypothetical protein","1","1","1","1","10967","385","10194","","845","845","845","","","","","GUQM_07437"
"group_3937","","hypothetical protein","1","1","1","1","12395","385","10930","","743","743","743","","","","","GUQM_05673"
"group_3938","","hypothetical protein","1","1","1","1","25919","385","6656","","329","329","329","","","","","GUQM_02962"
"group_3939","","hypothetical protein","1","1","1","1","28561","385","5472","","1001","1001","1001","","","","","GUQM_03720"
"group_394","","hypothetical protein","1","1","1","1","8901","385","5150","","530","530","530","","","","GW9_06555",""
"group_3940","","hypothetical protein","1","1","1","1","20412","385","10581","","1229","1229","1229","","","","","GUQM_05476"
"group_3941","","hypothetical protein","1","1","1","1","27143","385","2119","","1211","1211","1211","","","","","GUQM_05360"
"group_3942","","hypothetical protein","1","1","1","1","29005","385","23591","","1124","1124","1124","","","","","GUQM_03591"
"group_3943","","hypothetical protein","1","1","1","1","26997","385","23611","","263","263","263","","","","","GUQM_05806"
"group_3944","","Integrase core domain protein","1","1","1","1","4316","385","2064","","419","419","419","","","","","GUQM_05329"
"group_3945","","hypothetical protein","1","1","1","1","26998","385","23610","","233","233","233","","","","","GUQM_05805"
"group_3946","","hypothetical protein","1","1","1","1","1893","2","73","","428","428","428","GJuq_00005","","","",""
"group_3947","","hypothetical protein","1","1","1","1","1967","2","18","","242","242","242","GJuq_00079","","","",""
"group_3948","","hypothetical protein","1","1","1","1","1966","2","19","","140","140","140","GJuq_00078","","","",""
"group_3949","","hypothetical protein","1","1","1","1","1925","2","60","","812","812","812","GJuq_00037","","","",""
"group_395","","hypothetical protein","1","1","1","1","23603","385","22065","","719","719","719","","","","GW9_04181",""
"group_3950","","hypothetical protein","1","1","1","1","23644","23","2","","536","536","536","GJuq_07020","","","",""
"group_3951","","hypothetical protein","1","1","1","1","23643","23","1","","281","281","281","GJuq_07021","","","",""
"group_3957","","hypothetical protein","1","1","1","1","24058","385","11099","","1229","1229","1229","GJuq_00426","","","",""
"group_3958","","hypothetical protein","1","1","1","1","13738","32","7","","1805","1805","1805","GJuq_06123","","","",""
"group_3959","","hypothetical protein","1","1","1","1","2174","385","13642","","1562","1562","1562","GJuq_02824","","","",""
"group_396","","hypothetical protein","1","1","1","1","1398","385","12946","","155","155","155","","","","","GUQM_01562"
"group_3963","czcA_1","Cobalt-zinc-cadmium resistance protein CzcA","1","1","1","1","22317","385","11666","","3131","3131","3131","GJuq_00517","","","",""
"group_3966","","putative lyase","1","1","1","1","22211","385","14298","","1280","1280","1280","GJuq_00773","","","",""
"group_3968","rsbU_2","Phosphoserine phosphatase RsbU","1","1","1","1","22206","385","14303","","1436","1436","1436","GJuq_00768","","","",""
"group_3969","","hypothetical protein","1","1","1","1","21782","385","11730","","860","860","860","GJuq_00544","","","",""
"group_397","","hypothetical protein","1","1","1","1","17145","385","6742","","242","242","242","","","","","GUQM_07075"
"group_3970","","hypothetical protein","1","1","1","1","22146","385","14278","","1274","1274","1274","GJuq_00793","","","",""
"group_3971","","hypothetical protein","1","1","1","1","21781","385","11729","","287","287","287","GJuq_00545","","","",""
"group_3973","","hypothetical protein","1","1","1","1","6337","69","5","","2204","2204","2204","GJuq_00651","","","",""
"group_3974","","hypothetical protein","1","1","1","1","4903","385","16741","","2204","2204","2204","GJuq_04053","","","",""
"group_3975","","hypothetical protein","1","1","1","1","3575","147","3","","2219","2219","2219","GJuq_06196","","","",""
"group_3979","","hypothetical protein [Zavarzinella formosa]","1","1","1","1","28233","385","11523","","986","986","986","","GW11_04597","","",""
"group_398","","hypothetical protein","1","1","1","1","12326","385","18487","","620","620","620","","","","","GUQM_01826"
"group_3982","","hypothetical protein","1","1","1","1","26607","385","3506","","254","254","254","GJuq_01455","","","",""
"group_3983","","hypothetical protein","1","1","1","1","11122","1","72","","749","749","749","GJuq_06926","","","",""
"group_3984","","hypothetical protein","1","1","1","1","1588","5","52","","764","764","764","GJuq_03823","","","",""
"group_3985","","TspO protein [Rhodopirellula maiorica]","1","1","1","1","401","385","19501","","395","395","395","","GW11_06101","","",""
"group_3986","","TspO protein [Rhodopirellula maiorica]","1","1","1","1","15979","385","8152","","395","395","395","","GW11_01357","","",""
"group_3987","","TspO/MBR family protein","1","1","1","1","14006","385","3439","","395","395","395","GJuq_01477","","","",""
"group_399","","hypothetical protein","1","1","1","1","26370","385","12097","","275","275","275","","","","","GUQM_00231"
"group_3999","","hypothetical protein","1","1","1","1","2442","385","12644","","653","653","653","","","GJW3_08973","",""
"group_40","xcpT_3","Type II secretion system protein G precursor","1","1","1","1","9826","385","18405","","884","884","884","","","","","GUQM_02534"
"group_400","","hypothetical protein","1","1","1","1","8873","385","17714","","737","737","737","","","","","GUQM_00798"
"group_4000","","hypothetical protein","1","1","1","1","11911","29","20","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","419","419","419","GJuq_02200","","","",""
"group_4001","","Prolyl oligopeptidase family protein","1","1","1","1","11910","29","19","","362","362","362","GJuq_02201","","","",""
"group_4002","","hypothetical protein [Gemmata obscuriglobus]","1","1","1","1","17627","385","13065","","752","752","752","","GW11_03482","","",""
"group_401","","hypothetical protein","1","1","1","1","2907","385","12053","","335","335","335","","","","","GUQM_00528"
"polA_6","","DNA polymerase I, thermostable","1","1","1","1","2241","385","8871","","1322","1322","1322","","","GJW3_05480","",""
"group_4011","","hypothetical protein","1","1","1","1","1055","385","13612","","116","116","116","GJuq_02794","","","",""
"group_4013","","hypothetical protein","1","1","1","1","2152","385","13703","","212","212","212","GJuq_02882","","","",""
"group_4014","","hypothetical protein","1","1","1","1","11129","1","79","","566","566","566","GJuq_06919","","","",""
"group_4015","","hypothetical protein","1","1","1","1","2151","385","13704","","449","449","449","GJuq_02883","","","",""
"group_402","","hypothetical protein","1","1","1","1","25455","385","19440","","797","797","797","","","","","GUQM_03223"
"group_403","","hypothetical protein","1","1","1","1","12987","385","21673","","908","908","908","","","","","GUQM_06300"
"group_4031","","hypothetical protein","1","1","1","1","21195","385","5279","","341","341","341","","","","","GUQM_03471"
"ykgB_3","","Inner membrane protein YkgB","1","1","1","1","23237","385","7911","","515","515","515","","","GJW3_08084","",""
"group_404","","hypothetical protein","1","1","1","1","25889","385","408","","908","908","908","","","","","GUQM_05493"
"group_4043","","hypothetical protein","1","1","1","1","6375","385","18512","","326","326","326","","","GJW3_06510","",""
"group_405","","hypothetical protein","1","1","1","1","13446","385","762","","692","692","692","","","","","GUQM_04675"
"group_4052","","Leucine Rich repeats (2 copies)","1","1","1","1","8121","385","15404","","1931","1931","1931","GJuq_04881","","","",""
"pkn1_11","","Serine/threonine-protein kinase Pkn1","1","1","1","1","11118","1","68","","6002","6002","6002","GJuq_06930","","","",""
"group_4054","","hypothetical protein","1","1","1","1","18532","385","15405","","125","125","125","GJuq_04882","","","",""
"gchK_2","","Globin-coupled histidine kinase","1","1","1","1","18546","385","3274","","311","311","311","GJuq_04896","","","",""
"group_4058","","hypothetical protein","1","1","1","1","6134","385","15557","","527","527","527","GJuq_05003","","","",""
"group_4059","","hypothetical protein","1","1","1","3","65","3","28","","527","527","527","GJuq_07049","","","",""
"group_406","","hypothetical protein","1","1","1","1","1396","385","12944","","671","671","671","","","","","GUQM_01560"
"group_4060","","hypothetical protein","1","1","1","3","49","3","44","","1439","1439","1439","GJuq_07066","","","",""
"group_4061","","hypothetical protein","1","1","1","1","6135","385","15558","","827","827","827","GJuq_05004","","","",""
"group_4062","","hypothetical protein","1","1","1","3","64","3","29","","827","827","827","GJuq_07050","","","",""
"group_4063","","hypothetical protein","1","1","1","1","6136","385","15559","","842","842","842","GJuq_05005","","","",""
"group_4064","","hypothetical protein","1","1","1","3","63","3","30","","842","842","842","GJuq_07051","","","",""
