IYO_000005,chromosomal replication initiation protein,,it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids (By similarity),PST/PSPTO_0001,(RefSeq) chromosomal replication initiation protein,pst02020 Two-component system;,PA0001,(RefSeq) chromosome replication initiator DnaA,pae02020 Two-component system;,; sequence-specific double-stranded DNA binding; sequence-specific DNA binding ; double-stranded DNA binding ; ATP binding ; adenyl ribonucleotide binding ; adenyl nucleotide binding ; DNA binding ; purine ribonucleoside triphosphate binding; purine ribonucleoside binding ; purine nucleoside binding ; ribonucleoside binding ; nucleoside binding ; purine ribonucleotide binding ; purine nucleotide binding ; ribonucleotide binding ; carbohydrate derivative binding; drug binding ; nucleic acid binding ; nucleotide binding ; nucleoside phosphate binding ; anion binding ; small molecule binding ; ATPase activity ; nucleoside-triphosphatase activity; pyrophosphatase activity ; hydrolase activity,
IYO_006760,hopM1,FIG00953407: hypothetical protein,,PST/PSPTO_1375,(RefSeq) type III effector HopM1,,PA5252,(RefSeq) ABC transporter ATP-binding protein,,,
IYO_006765,type III chaperone ShcE,avirulence protein AvrF,Pfam:DspF,PST/PSPTO_1376,(RefSeq) type III chaperone ShcE,,PA3714,(RefSeq) two-component response regulator,pae02020 Two-component system;,,
IYO_006770,avrE1,Type III effector protein AvrE1,Pathogenicity factor,PST/PSPTO_1377,(RefSeq) type III effector protein AvrE1,,PA0418,(RefSeq) hypothetical protein,,,
IYO_006775,lytic transglycosylase,Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-),transglycosylase,PST/PSPTO_1378,(RefSeq) membrane-bound lytic murein transglycosylase D,,PA1812,(RefSeq) membrane-bound lytic murein transglycosylase D,,,
IYO_006780,ATPase AAA,,two component sigma54 specific transcriptional regulator Fis family,PST/PSPTO_1379,(RefSeq) type III transcriptional regulator HrpR,,PA1335,(RefSeq) two-component response regulator,pae02020 Two-component system;,,
IYO_006785,ATPase AAA,type III transcriptional regulator HrpS,two component sigma54 specific transcriptional regulator Fis family,PST/PSPTO_1380,(RefSeq) type III transcriptional regulator HrpS,,PA5511,(RefSeq) DNA-binding response regulator MifR,pae02020 Two-component system;,,
IYO_006790,hrpA1,Type III secretion HrpA pilin,,PST/PSPTO_1381,(RefSeq) type III helper protein HrpA1,,PA0181,(RefSeq) transcriptional regulator,,,
IYO_006795,type III secretion protein HrpZ,type III helper protein HrpZ(Pto),,PST/PSPTO_1382,(RefSeq) type III restriction system endonuclease,,PA4301,(RefSeq) type II secretion system protein TadB,,,
IYO_006800,type III secretion protein,type III secretion protein HrpB(Pto),Type III secretion apparatus protein YscI HrpB family,PST/PSPTO_1383,(RefSeq) type III secretion protein HrpB,,PA1722,(RefSeq) type III export protein PscI,,,
IYO_006805,type III secretion protein,Type III secretion bridge between inner and outermembrane lipoprotein (YscJ%2CHrcJ%2CEscJ%2C PscJ),type iii secretion,PST/PSPTO_1384,(RefSeq) type III secretion protein HrcJ,pst03070 Bacterial secretion system;,PA1723,(RefSeq) type III export protein PscJ,pae03070 Bacterial secretion system;,,
IYO_006810,type III secretion protein,Type III secretion bridge between inner and outermembrane lipoprotein (YscJ%2CHrcJ%2CEscJ%2C PscJ),type iii secretion protein,PST/PSPTO_1385,(RefSeq) type III secretion protein HrpD,,PA2342,(RefSeq) mannitol dehydrogenase,pae00051 Fructose and mannose metabolism;,,
IYO_006815,type III secretion protein,Type III secretion cytoplasmic protein (YscL),type iii secretion,PST/PSPTO_1386,(RefSeq) type III secretion protein HrpE,pst03070 Bacterial secretion system;,PA4167,(RefSeq) 25-diketo-D-gluconate reductase B,,,
IYO_006820,type III secretion protein,HrpF,,PST/PSPTO_1387,(RefSeq) type III secretion protein HrpF,,PA1224,(RefSeq) NAD(P)H dehydrogenase,pae00130 Ubiquinone and other terpenoid-quinone biosynthesis; pae01110 Biosynthesis of secondary metabolites;,,
IYO_006825,type III secretion protein,type III secretion protein HrpG,,PST/PSPTO_1388,(RefSeq) type III secretion protein HrpG,,PA1738,(RefSeq) transcriptional regulator,,,
IYO_006830,secretin,Type III secretion outermembrane pore forming protein (YscC%2CMxiD%2CHrcC%2C InvG),type iii secretion,PST/PSPTO_1389,(RefSeq) outer-membrane type III secretion protein HrcC,pst03070 Bacterial secretion system;,PA1716,(RefSeq) type III secretion outer membrane protein PscC,pae03070 Bacterial secretion system;,; outer membrane ; cell outer membrane ; external encapsulating structure part; cell envelope ; envelope ; external encapsulating structure; cellular_component ; membrane ; cell part ; cell periphery ;cell ;,
IYO_006835,type III secretion protein,,,PST/PSPTO_1390,(RefSeq) type III secretion protein,,PA4337,(RefSeq) hypothetical protein,,,
IYO_006840,type III secretion protein HrpV,negative regulator of hrp expression HrpV,,PST/PSPTO_1391,(RefSeq) negative regulator of hrp expression HrpV,,PA1463,(RefSeq) hypothetical protein,pae02020 Two-component system; pae02030 Bacterial chemotaxis;,,
IYO_006845,type III secretion system protein,Type III secretion inner membrane protein (YscU%2CSpaS%2CEscU%2CHrcU%2CSsaU%2C homologous to flagellar export components),type iii secretion,PST/PSPTO_1392,(RefSeq) type III secretion protein HrcU,pst03070 Bacterial secretion system;,PA1690,(RefSeq) translocation protein in type III secretion,pae03070 Bacterial secretion system;,,
IYO_006850,type III secretion system protein,Type III secretion inner membrane protein (YscT%2CHrcT%2CSpaR%2CEscT%2CEpaR1%2Chomologous to flagellar export components),type iii secretion,PST/PSPTO_1393,(RefSeq) type III secretion protein HrcT,pst03070 Bacterial secretion system;,PA1691,(RefSeq) translocation protein in type III secretion,pae03070 Bacterial secretion system;,; cellular_component ; membrane ; protein secretion by the type III secretion system; protein transmembrane transport; protein secretion ; peptide secretion ; secretion by cell ; establishment of localization in cell; secretion ; cellular localization ; protein transport ; protein localization ; establishment of protein localization; macromolecule localization ; amide transport ; peptide transport ; nitrogen compound transport ; organic substance transport ; transmembrane transport ; transport ; establishment of localization ; localization ; cellular process ;biological_process ;,
IYO_006855,type III secretory protein EscS,Type III secretion inner membrane protein (YscS%2Chomologous to flagellar export components),type iii secretion,PST/PSPTO_1394,(RefSeq) type III secretion protein HrcS,pst03070 Bacterial secretion system;,PA1692,(RefSeq) translocation protein in type III secretion,pae03070 Bacterial secretion system;,; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ;cell ;,
IYO_006860,ssaR,Type III secretion inner membrane protein (YscR%2CSpaR%2CHrcR%2CEscR%2Chomologous to flagellar export components),Type III secretion system protein,PST/PSPTO_1395,(RefSeq) type III secretion protein HrcR,pst03070 Bacterial secretion system;,PA1693,(RefSeq) type III secretion system protein,pae03070 Bacterial secretion system;,; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ;cell ;,
IYO_006865,type III secretion system protein,type III secretion protein HrcQb,type iii secretion,PST/PSPTO_1396,(RefSeq) type III secretion protein HrcQb,pst03070 Bacterial secretion system;,PA1694,(RefSeq) type III secretion system protein,pae03070 Bacterial secretion system;,,
IYO_006870,type III secretion system protein,type III secretion protein HrcQa,type iii secretion,PST/PSPTO_1397,(RefSeq) type III secretion protein HrcQa,pst03070 Bacterial secretion system;,PA1694,(RefSeq) type III secretion system protein,pae03070 Bacterial secretion system;,,
IYO_006875,type III secretion protein,type III secretion protein HrpP,,PST/PSPTO_1398,(RefSeq) type III secretion protein HrpP,,PA1142,(RefSeq) transcriptional regulator,,,
IYO_006880,type III secretion protein,Type III secretion spans bacterial envelope protein (YscO),,PST/PSPTO_1399,(RefSeq) type III secretion protein HrpO,,PA0002,(RefSeq) DNA polymerase III subunit beta,pae03030 DNA replication; pae03430 Mismatch repair; pae03440 Homologous recombination;,,
IYO_006885,fliI,Type III secretion cytoplasmic ATP synthase (EC 3.6.3.14%2C YscN%2CSpaL%2CMxiB%2CHrcN%2CEscN),flagellum-specific ATP synthase,PST/PSPTO_1400,(RefSeq) type III secretion cytoplasmic ATPase HrcN,pst03070 Bacterial secretion system;,PA1697,(RefSeq) type III secretion system ATPase,pae03070 Bacterial secretion system;,; ATPase activity ; nucleoside-triphosphatase activity; pyrophosphatase activity ; hydrolase activity,
IYO_006890,type III secretion protein,type III secretion protein HrpQ,type iii secretion,PST/PSPTO_1401,(RefSeq) type III secretion protein HrpQ,,PA2522,(RefSeq) outer membrane protein CzcC,,,
IYO_006895,type III secretion protein HrpI,Type III secretion inner membrane channel protein (LcrD%2CHrcV%2CEscV%2CSsaV),Type III secretion,PST/PSPTO_1402,(RefSeq) type III secretion protein HrcV,pst03070 Bacterial secretion system;,PA1703,(RefSeq) type III secretory apparatus protein PcrD,pae03070 Bacterial secretion system;,; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ;cell ;,
IYO_006900,type III secretion protein HrpJ,Type III secretion inner membrane channel protein (LcrD%2CHrcV%2CEscV%2CSsaV) type III secretion protein HrpJ,type iii secretion,PST/PSPTO_1403,(RefSeq) type III secretion protein HrpJ,pst03070 Bacterial secretion system;,PA4339,(RefSeq) phospholipase,,,
IYO_006905,RNA polymerase sigma factor HrpL,,rna polymerase,PST/PSPTO_1404,(RefSeq) RNA polymerase sigma factor HrpL,,PA0762,(RefSeq) RNA polymerase sigma factor AlgU,,,
IYO_006910,type III effector HrpK,,,PST/PSPTO_1405,(RefSeq) type III helper protein HrpK1,,PA2624,(RefSeq) isocitrate dehydrogenase,pae00020 Citrate cycle (TCA cycle); pae00480 Glutathione metabolism; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites; pae01120 Microbial metabolism in diverse environments; pae01130 Biosynthesis of antibiotics; pae01200 Carbon metabolism; pae01210 2-Oxocarboxylic acid metabolism; pae01230 Biosynthesis of amino acids;,,
IYO_006915,Hrp-dependent type III effector protein,,,PST/PSPTOA0012,(RefSeq) type III effector HopX1,,PA0600,(RefSeq) two-component sensor,,,
IYO_006920,hypothetical protein,,,PST/PSPTO_2029,(RefSeq) oxidoreductase zinc-binding protein,,PA2944,(RefSeq) cobaltochelatase subunit CobN,pae00860 Porphyrin and chlorophyll metabolism; pae01100 Metabolic pathways;,,
IYO_006925,transposase,,Transposase IS3 IS911 family protein,PST/PSPTO_3248,(RefSeq) dipeptide ABC transporter periplasmic dipeptide-binding protein,pst02024 Quorum sensing;,PA5493,(RefSeq) DNA polymerase I,pae03030 DNA replication; pae03410 Base excision repair; pae03420 Nucleotide excision repair; pae03440 Homologous recombination;,,
IYO_006930,integrase,,Integrase catalytic subunit,PST/PSPTO_4511,(RefSeq) ISPsy11 transposase OrfB,,PA0257,(RefSeq) hypothetical protein,,,
IYO_006935,hypothetical protein,FIG00957252: hypothetical protein,,PST/PSPTO_1411,(RefSeq) hypothetical protein,,PA1613,(RefSeq) hypothetical protein,,,
IYO_006940,hypothetical protein,,,PST/PSPTO_1864,(RefSeq) short chain dehydrogenase/reductase family oxidoreductase,,PA1171,(RefSeq) transglycosylase,,,
IYO_006945,AlpA family transcriptional regulator,,Transcriptional regulator,PST/PSPTO_3429,(RefSeq) DNA-binding protein,,PA1873,(RefSeq) hypothetical protein,,,
IYO_006950,hypothetical protein,,,PST/PSPTO_5345,(RefSeq) hypothetical protein,,PA0354,(RefSeq) hypothetical protein,,,
IYO_006955,integrase,Integrase,Integrase,PST/PSPTO_5344,(RefSeq) site-specific recombinase phage integrase family,,PA2920,(RefSeq) chemotaxis transducer,pae02020 Two-component system; pae02030 Bacterial chemotaxis;,,
IYO_006960,,,,PST/PSPTO_0002,(RefSeq) DNA polymerase III subunit beta,pst03030 DNA replication; pst03430 Mismatch repair; pst03440 Homologous recombination;,PA0002,(RefSeq) DNA polymerase III subunit beta,pae03030 DNA replication; pae03430 Mismatch repair; pae03440 Homologous recombination;,,
IYO_006965,S-adenosylmethionine tRNA ribosyltransferase,S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-),Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA) (By similarity),PST/PSPTO_1412,(RefSeq) S-adenosylmethionine--tRNA ribosyltransferase-isomerase,,PA3824,(RefSeq) S-adenosylmethionine--tRNA ribosyltransferase-isomerase,,; catalytic activity,
IYO_006970,tgt,tRNA-guanine transglycosylase (EC 2.4.2.29),Exchanges the guanine residue with 7-aminomethyl-7- deazaguanine in tRNAs with GU(N) anticodons (tRNA-Asp -Asn -His and -Tyr). After this exchange a cyclopentendiol moiety is attached to the 7-aminomethyl group of 7-deazaguanine resulting in the hypermodified nucleoside queuosine (Q) (7-(((45-cis- dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7-deazaguanosine) (By similarity),PST/PSPTO_1413,(RefSeq) queuine tRNA-ribosyltransferase,,PA3823,(RefSeq) queuine tRNA-ribosyltransferase,,; transferase activity,
IYO_006975,preprotein translocase subunit YajC,Preprotein translocase subunit YajC (TC 3.A.5.1.1),Preprotein translocase subunit YajC,PST/PSPTO_1414,(RefSeq) preprotein translocase subunit YajC,pst02024 Quorum sensing; pst03060 Protein export; pst03070 Bacterial secretion system;,PA3822,(RefSeq) preprotein translocase subunit YajC,pae02024 Quorum sensing; pae03060 Protein export; pae03070 Bacterial secretion system;,; integral component of plasma membrane; intrinsic component of plasma membrane; integral component of membrane; intrinsic component of membrane; plasma membrane part ; membrane part ; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ;cell ;,
IYO_006980,secD,Protein-export membrane protein SecD (TC 3.A.5.1.1),Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity),PST/PSPTO_1415,(RefSeq) protein-export membrane protein SecD,pst03060 Protein export; pst03070 Bacterial secretion system;,PA3821,(RefSeq) preprotein translocase subunit SecD,pae03060 Protein export; pae03070 Bacterial secretion system;,; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ; cell ; protein secretion ; peptide secretion ; secretion by cell ; establishment of localization in cell; secretion ; cellular localization ; protein transport ; protein localization ; establishment of protein localization; macromolecule localization ; amide transport ; peptide transport ; nitrogen compound transport ; organic substance transport ; transport ; establishment of localization ; localization ; cellular process ;biological_process ;,
IYO_006985,preprotein translocase subunit SecF,Protein-export membrane protein SecF (TC 3.A.5.1.1),Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity),PST/PSPTO_1416,(RefSeq) protein-export membrane protein SecF,pst03060 Protein export; pst03070 Bacterial secretion system;,PA3820,(RefSeq) preprotein translocase subunit SecF,pae03060 Protein export; pae03070 Bacterial secretion system;,; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ; cell ; protein secretion ; peptide secretion ; secretion by cell ; establishment of localization in cell; secretion ; cellular localization ; protein transport ; protein localization ; establishment of protein localization; macromolecule localization ; amide transport ; peptide transport ; nitrogen compound transport ; organic substance transport ; transport ; establishment of localization ; localization ; cellular process ;biological_process ;,
IYO_006990,outer membrane lipoprotein,,17 kDa surface antigen,PST/PSPTO_1417,(RefSeq) hypothetical protein,,PA3819,(RefSeq) hypothetical protein,,; cellular_component ;membrane ;,
IYO_006995,inositol monophosphatase,Inositol-1-monophosphatase (EC 3.1.3.25),inositol monophosphatase,PST/PSPTO_1419,(RefSeq) inositol-1-monophosphatase,pst00521 Streptomycin biosynthesis; pst00562 Inositol phosphate metabolism; pst01100 Metabolic pathways;,PA3818,(RefSeq) type III secretion system regulator SuhB,pae00521 Streptomycin biosynthesis; pae00562 Inositol phosphate metabolism; pae01100 Metabolic pathways;,; alkali metal ion binding ; phosphatase activity ; phosphoric ester hydrolase activity; magnesium ion binding ; hydrolase activity,
IYO_007000,RNA methyltransferase,tRNA:Cm32/Um32 methyltransferase,RNA methyltransferase TrmH family group 1,PST/PSPTO_1420,(RefSeq) RNA methyltransferase TrmH family group 1,,PA3817,(RefSeq) methyltransferase,,; tRNA methyltransferase activity; RNA methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; catalytic activity,
IYO_007005,serine acetyltransferase,Serine acetyltransferase (EC 2.3.1.30) tRNA:Cm32/Um32 methyltransferase,serine acetyltransferase,PST/PSPTO_1421,(RefSeq) serine O-acetyltransferase,pst00270 Cysteine and methionine metabolism; pst00920 Sulfur metabolism; pst01100 Metabolic pathways; pst01110 Biosynthesis of secondary metabolites; pst01120 Microbial metabolism in diverse environments; pst01200 Carbon metabolism; pst01230 Biosynthesis of amino acids;,PA3816,(RefSeq) O-acetylserine synthase,pae00270 Cysteine and methionine metabolism; pae00920 Sulfur metabolism; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites; pae01120 Microbial metabolism in diverse environments; pae01200 Carbon metabolism; pae01230 Biosynthesis of amino acids;,; cytoplasm ; cellular_component ; cell part ; cell ; intracellular part ; intracellular ; cofactor biosynthetic process ; cofactor metabolic process ; cellular amino acid metabolic process; carboxylic acid metabolic process; oxoacid metabolic process ; organic acid metabolic process; small molecule metabolic process; cellular biosynthetic process ; biosynthetic process ; organonitrogen compound metabolic process; nitrogen compound metabolic process; metabolic process ; cellular metabolic process ; primary metabolic process ; organic substance metabolic process; cellular process ;biological_process ;,
IYO_007010,transcriptional regulator,,Regulates the transcription of several operons and genes involved in the biogenesis of Fe-S clusters and Fe-S-containing proteins (By similarity),PST/PSPTO_1422,(RefSeq) rrf2 family protein,,PA3815,(RefSeq) HTH-type transcriptional regulator,,; nucleic acid-templated transcription; transcription,
IYO_007015,cysteine desulfurase,Cysteine desulfurase (EC 2.8.1.7)%2C IscS subfamily,Catalyzes the removal of elemental sulfur from cysteine to produce alanine (By similarity),PST/PSPTO_1423,(RefSeq) cysteine desulfurase,pst00730 Thiamine metabolism; pst01100 Metabolic pathways; pst04122 Sulfur relay system;,PA3814,(RefSeq) cysteine desulfurase,pae00730 Thiamine metabolism; pae01100 Metabolic pathways; pae04122 Sulfur relay system;,; sulfur carrier activity ; carbon-sulfur lyase activity ; sulfurtransferase activity ; molecular carrier activity ; vitamin B6 binding ; pyridoxal phosphate binding ; transferase activity,
IYO_007020,scaffolding protein,Iron-sulfur cluster assembly scaffold protein IscU,scaffold protein,PST/PSPTO_1424,(RefSeq) iron-binding protein IscU,,PA3813,(RefSeq) scaffold protein,,; 2 iron,
IYO_007025,iscA,Iron binding protein IscA for iron-sulfur cluster assembly,Is able to transfer iron-sulfur clusters to apo- ferredoxin. Multiple cycles of 2Fe2S cluster formation and transfer are observed suggesting that IscA acts catalytically. Recruits intracellular free iron so as to provide iron for the assembly of transient iron-sulfur cluster in IscU in the presence of IscS L-cysteine and the thioredoxin reductase system TrxA TrxB (By similarity),PST/PSPTO_1425,(RefSeq) iron-binding protein IscA,,PA3812,(RefSeq) iron-binding protein IscA,,; metallochaperone activity ; ferrous iron binding ; 2 iron,
IYO_007030,hscB,Chaperone protein HscB,Co-chaperone involved in the maturation of iron-sulfur cluster-containing proteins. Seems to help targeting proteins to be folded toward HscA (By similarity),PST/PSPTO_1426,(RefSeq) co-chaperone Hsc20,,PA3811,(RefSeq) co-chaperone HscB,,; protein binding ; binding ; molecular_function ; protein folding ; cellular protein metabolic process; protein metabolic process ; cellular macromolecule metabolic process; macromolecule metabolic process; organonitrogen compound metabolic process; nitrogen compound metabolic process; metabolic process ; cellular metabolic process ; primary metabolic process ; organic substance metabolic process; cellular process ;biological_process ;,
IYO_007035,hscA,,Chaperone involved in the maturation of iron-sulfur cluster-containing proteins. Has a low intrinsic ATPase activity which is markedly stimulated by HscB,PST/PSPTO_1427,(RefSeq) chaperone protein HscA,,PA3810,(RefSeq) chaperone protein HscA,,; ADP binding ; ATP binding ; adenyl ribonucleotide binding ; adenyl nucleotide binding ; purine ribonucleoside triphosphate binding; purine ribonucleoside binding ; purine nucleoside binding ; ribonucleoside binding ; nucleoside binding ; purine ribonucleotide binding ; purine nucleotide binding ; ribonucleotide binding ; carbohydrate derivative binding; drug binding ; nucleotide binding ; nucleoside phosphate binding ; anion binding ; small molecule binding ; ATPase activity ; nucleoside-triphosphatase activity; pyrophosphatase activity ; hydrolase activity,
IYO_007040,2Fe-2S ferredoxin,Ferredoxin%2C 2Fe-2S,Ferredoxin 2Fe-2S type ISC system,PST/PSPTO_1428,(RefSeq) ferredoxin 2Fe-2S,,PA3809,(RefSeq) (2Fe-2S) ferredoxin,,; electron transport chain ; generation of precursor metabolites and energy; oxidation-reduction process ; metabolic process ; cellular metabolic process ; cellular process ;biological_process ;,
IYO_007045,FeS assembly protein IscX,Believed to be involved in assembly of Fe-S clusters,Fe-S assembly protein IscX,PST/PSPTO_1429,(RefSeq) hypothetical protein,,PA3808,(RefSeq) hypothetical protein,,,
IYO_007050,nucleoside diphosphate kinase,Nucleoside diphosphate kinase (EC 2.7.4.6),Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism using a phosphorylated active-site intermediate (By similarity),PST/PSPTO_1430,(RefSeq) nucleoside diphosphate kinase,pst00230 Purine metabolism; pst00240 Pyrimidine metabolism; pst01100 Metabolic pathways; pst01110 Biosynthesis of secondary metabolites; pst01130 Biosynthesis of antibiotics;,PA3807,(RefSeq) nucleoside diphosphate kinase,pae00230 Purine metabolism; pae00240 Pyrimidine metabolism; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites; pae01130 Biosynthesis of antibiotics;,; nucleobase-containing compound kinase activity; phosphotransferase activity,
IYO_007055,50S rRNA methyltransferase,Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-),Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs. m2A2503 modification seems to play a crucial role in the proofreading step occurring at the peptidyl transferase center and thus would serve to optimize ribosomal fidelity (By similarity),PST/PSPTO_1431,(RefSeq) radical SAM enzyme Cfr family,,PA3806,(RefSeq) 23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,,; rRNA (adenine) methyltransferase activity; tRNA binding ; C-methyltransferase activity ; tRNA methyltransferase activity; rRNA methyltransferase activity; 4 iron,
IYO_007060,pilus assembly protein PilW,Type IV pilus biogenesis protein PilF,type IV pilus biogenesis stability protein PilW,PST/PSPTO_1432,(RefSeq) type IV pilus biogenesis protein PilF,,PA3805,(RefSeq) type 4 fimbrial biogenesis protein PilF,,; protein secretion by the type II secretion system; protein transport across the cell outer membrane; protein transmembrane transport; pilus organization ; cell projection organization ; protein secretion ; cell projection assembly ; pilus assembly ; peptide secretion ; secretion by cell ; establishment of localization in cell; secretion ; cellular localization ; protein transport ; protein localization ; establishment of protein localization; macromolecule localization ; amide transport ; peptide transport ; movement of cell or subcellular component; cellular component assembly ; nitrogen compound transport ; cellular component organization; organic substance transport ; cellular component biogenesis ; cellular component organization or biogenesis; transmembrane transport ; transport ; establishment of localization ; localization ; cellular process ;biological_process ;,
IYO_007065,Cro/Cl family transcriptional regulator,FIG021952: putative membrane protein Type IV pilus biogenesis protein PilF,Inherit from COG: Cytoskeletal protein that is involved in cell-shape control through regulation of the length of the long axis (By similarity),PST/PSPTO_1433,(RefSeq) hypothetical protein,,PA3804,(RefSeq) hypothetical protein,,,
IYO_007070,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1),Converts 2C-methyl-D-erythritol 24-cyclodiphosphate (ME-24cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate (By similarity),PST/PSPTO_1434,(RefSeq) 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,pst00900 Terpenoid backbone biosynthesis; pst01100 Metabolic pathways; pst01110 Biosynthesis of secondary metabolites; pst01130 Biosynthesis of antibiotics;,PA3803,(RefSeq) 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),pae00900 Terpenoid backbone biosynthesis; pae01100 Metabolic pathways; pae01110 Biosynthesis of secondary metabolites; pae01130 Biosynthesis of antibiotics;,; oxidoreductase activity,
IYO_007075,histidinol dehydrogenase,Histidyl-tRNA synthetase (EC 6.1.1.21),histidyl-tRNA synthetase,PST/PSPTO_1435,(RefSeq) histidyl-tRNA synthetase,pst00970 Aminoacyl-tRNA biosynthesis;,PA3802,(RefSeq) histidine--tRNA ligase,pae00970 Aminoacyl-tRNA biosynthesis;,; aminoacyl-tRNA ligase activity; ligase activity,
IYO_007080,GTP-binding protein,Mlr7403 protein,UPF0070 protein,PST/PSPTO_1436,(RefSeq) hypothetical protein,,PA3801,(RefSeq) hypothetical protein,,; integral component of external side of plasma membrane; intrinsic component of external side of plasma membrane; external side of plasma membrane; cell surface ; side of membrane ; integral component of plasma membrane; intrinsic component of plasma membrane; integral component of membrane; intrinsic component of membrane; plasma membrane part ; protein-containing complex ; membrane part ; plasma membrane ; cellular_component ; membrane ; cell part ; cell periphery ;cell ;,
IYO_007085,dehydrogenase,Outer membrane protein YfgL%2C lipoprotein component of the protein assembly complex (forms a complex with YaeT%2C YfiO%2C and NlpB),Part of the outer membrane protein assembly complex which is involved in assembly and insertion of beta-barrel proteins into the outer membrane (By similarity),PST/PSPTO_1437,(RefSeq) PQQ enzyme repeat domain-containing protein,,PA3800,(RefSeq) outer membrane protein assembly factor BamB,,; outer membrane ; cell outer membrane ; external encapsulating structure part; cell envelope ; envelope ; external encapsulating structure; cellular_component ; membrane ; cell part ; cell periphery ; cell ; membrane biogenesis ; Gram-negative-bacterium-type cell outer membrane assembly; localization within membrane ; cell envelope organization ; protein insertion into membrane; membrane assembly ; establishment of protein localization to membrane; protein localization to membrane; external encapsulating structure organization; membrane organization ; cellular protein localization ; cellular macromolecule localization; cellular localization ; protein localization ; establishment of protein localization; macromolecule localization ; cellular component assembly ; cellular component organization; cellular component biogenesis ; cellular component organization or biogenesis; establishment of localization ; localization ; cellular process ;biological_process ;,
IYO_007090,GTP-binding protein,GTP-binding protein EngA,GTPase that plays an essential role in the late steps of ribosome biogenesis (By similarity),PST/PSPTO_1438,(RefSeq) GTP-binding protein EngA,,PA3799,(RefSeq) GTPase Der,,; ribosome binding ; GTP binding ; GTPase activity ; protein-containing complex binding; ribonucleoprotein complex binding; guanyl ribonucleotide binding ; guanyl nucleotide binding ; purine ribonucleoside triphosphate binding; purine ribonucleoside binding ; purine nucleoside binding ; ribonucleoside binding ; nucleoside binding ; purine ribonucleotide binding ; purine nucleotide binding ; ribonucleotide binding ; carbohydrate derivative binding; nucleotide binding ; nucleoside phosphate binding ; anion binding ; small molecule binding ; nucleoside-triphosphatase activity; pyrophosphatase activity ; hydrolase activity,
IYO_007095,aminotransferase,Methionine aminotransferase%2C PLP-dependent / Glutamine-dependent 2-keto-4-methylthiobutyrate transaminase,Aminotransferase,PST/PSPTO_1440,(RefSeq) class I and II aminotransferase,,PA3798,(RefSeq) aminotransferase,,; vitamin B6 binding ; pyridoxal phosphate binding ; transaminase activity ; transferase activity,
IYO_007100,carbon-nitrogen hydrolase,Aliphatic amidase AmiE (EC 3.5.1.4),nitrilase cyanide hydratase and apolipoprotein n-acyltransferase,PST/PSPTO_1441,(RefSeq) hydrolase,pst00250 Alanine aspartate and glutamate metabolism;,PA3797,(RefSeq) hypothetical protein,pae00250 Alanine aspartate and glutamate metabolism;,,
IYO_007105,hypothetical protein,FIG00961233: hypothetical protein,,PST/PSPTO_5635,(RefSeq) hypothetical protein,,PA3670,(RefSeq) hypothetical protein,,,
